0,140491548653320,0
0.187418,4288460000,20
0.18742,4288470000,40
0.187432,4288479999,60
0.187427,4288490000,80
0.187423,4288500000,100
0.187425,4288510000,120
0.187423,4288520000,140
0.187417,4288529999,160
0.187417,4288529999,180
0.187426,4288540000,200
0.187422,4288560000,220
0.187424,4288569999,240
0.187422,4288580000,260
0.187418,4288590000,280
0.187418,4288590000,300
0.187418,4288609999,320
0.18742,4288620000,340
0.187425,4288630000,360
0.187428,4288640000,380
0.187413,4288649999,400
0.187416,4288660000,420
0.18743,4288670000,440
0.187411,4288680000,460
0.187419,4288689999,480
0.187428,4288700000,500
0.187422,4288710000,520
0.187422,4288710000,540
0.187421,4288729999,560
0.187439,4288740000,580
0.187439,4288740000,600
0.187419,4288750000,620
0.187418,4288770000,640
0.187418,4288770000,660
0.187425,4288790000,680
0.187416,4288800000,700
0.18743,4288810000,720
0.18743,4288810000,740
0.187389,4288830000,760
0.187392,4288840000,780
0.187401,4288850000,800
0.187392,4288859999,820
0.18739,4288870000,840
0.187391,4288880000,860
0.187391,4288880000,880
0.18739,4288899999,900
0.187386,4288910000,920
0.187428,4288920000,940
0.187428,4288920000,960
0.187419,4288939999,980
0.187424,4288950000,1000
0.187421,4288960000,1020
0.187421,4288960000,1040
0.187416,4288979999,1060
0.187415,4288990000,1080
0.187415,4288990000,1100
0.187418,4289010000,1120
0.187423,4289020000,1140
0.187423,4289020000,1160
0.187406,4289040000,1180
0.187406,4289040000,1200
0.187402,4289060000,1220
0.187403,4289069999,1240
0.187403,4289080000,1260
0.1874,4289090000,1280
0.187383,4289100000,1300
0.187383,4289100000,1320
0.185373,4289120000,1340
0.181316,4289130000,1360
0.181316,4289130000,1380
0.178017,4289140000,1400
0.173362,4289160000,1420
0.171655,4289170000,1440
0.17012,4289180000,1460
0.168977,4289189999,1480
0.167963,4289200000,1500
0.167963,4289200000,1520
0.165852,4289220000,1540
0.164997,4289229999,1560
0.164071,4289240000,1580
0.163064,4289250000,1600
0.161812,4289260000,1620
0.160679,4289270000,1640
0.159895,4289279999,1660
0.159456,4289290000,1680
0.15877,4289300000,1700
0.158051,4289310000,1720
0.157217,4289319999,1740
0.156474,4289330000,1760
0.156029,4289340000,1780
0.156029,4289340000,1800
0.155836,4289359999,1820
0.155821,4289370000,1840
0.155802,4289380000,1860
0.155515,4289390000,1880
0.154508,4289399999,1900
0.153176,4289410000,1920
0.1516,4289420000,1940
0.150328,4289430000,1960
0.149485,4289439999,1980
